,customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer_Feedback,Category,Chatbot Response
265,9577-WJVCQ,Female,0,No,No,68.0,Yes,Yes,general loan,Yes,No,No,No,No,No,Month-to-month,No,54.45,3687.75,No,The online banking transactions are very secure.,,
266,2189-WWOEW,Female,0,No,Yes,15.0,Yes,No,top up loan,No,Yes,No,No,No,Yes,Month-to-month,Yes,85.9,1269.55,Yes,The loan disbursement process is very slow.,,
267,4622-YNKIJ,Male,0,No,No,33.0,Yes,No,top up loan,Yes,No,No,Yes,Yes,No,Two year,Yes,88.95,3027.65,No,The Debit Card was delivered quickly.,,
268,5522-JBWMO,Male,0,No,Yes,1.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.0,44,No,I want to open a Savings Account.,,
269,2804-ETQDK,Male,0,No,Yes,66.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.55,1357.1,No,Can I open multiple Current Accounts?,,
270,6024-RUGGH,Male,0,Yes,Yes,72.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.2,1798.9,No,The mobile banking app crashes frequently.,,
271,4554-YGZIH,Male,1,Yes,No,49.0,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,Month-to-month,No,90.05,4547.25,Yes,The fixed deposit rates are not competitive.,,
272,6400-BWQKW,Female,0,No,No,6.0,Yes,Yes,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,79.05,434.5,Yes,The mobile banking app does not support multiple accounts.,,
273,7534-BFESC,Male,1,No,No,24.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,76.1,1712.7,Yes,My Debit Card PIN reset request was not processed correctly.,,
274,2501-XWWTZ,Male,0,No,No,11.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.2,760.05,No,The loan repayment terms are very flexible.,,
275,5524-KHNJP,Male,0,Yes,Yes,33.0,Yes,No,general loan,Yes,No,Yes,No,Yes,Yes,One year,No,74.75,2453.3,No,The Current Account management is very convenient.,,
276,2316-ESMLS,Female,0,Yes,Yes,12.0,No,No,general loan,Yes,No,No,Yes,No,No,One year,No,33.15,444.75,No,The loan interest rates are too high.,,
277,8728-SKJLR,Male,0,No,No,41.0,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,Yes,74.25,3089.1,No,The Savings Account customer service is very reliable.,,
278,6464-KEXXH,Male,0,No,No,8.0,No,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,25.25,186.3,No,The credit limit increase process is very quick.,,
279,0104-PPXDV,Male,0,Yes,No,58.0,Yes,No,general loan,No,No,Yes,No,No,No,One year,No,50.3,2878.55,No,The fixed deposit renewal process is very easy.,,
280,8734-DKSTZ,Female,0,Yes,Yes,10.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,85.95,858.6,No,Can I prepay my Loan?,,
281,1352-HNSAW,Female,0,Yes,Yes,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,115.6,8220.4,No,The rewards program for Credit Cards is very beneficial.,,
282,0880-TKATG,Male,0,Yes,Yes,4.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,No,101.15,385.9,Yes,The Debit Card delivery is very delayed.,,
283,1038-ZAGBI,Female,0,Yes,Yes,12.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.8,229.6,Yes,The ATM is often out of service.,,
284,8992-VONJD,Female,0,No,Yes,13.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,56.0,764.55,No,The Credit Card travel benefits are very good.,,
285,5149-TGWDZ,Female,0,No,No,21.0,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,104.55,2239.4,No,The loan documentation process is very cumbersome.,,
286,6575-SUVOI,Female,1,Yes,No,25.0,Yes,Yes,general loan,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,69.5,1752.65,No,I am pleased with the secure online banking transactions.,Online Banking,
287,2651-ZCBXV,Male,0,No,No,54.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,108.0,5760.65,No,The fixed deposit interest rates are very attractive.,,
288,0459-SPZHJ,Male,0,Yes,Yes,63.0,Yes,Yes,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,83.5,5435,No,Can I convert my Credit Card to a different type?,,
289,6067-NGCEU,Female,0,No,No,65.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,111.05,7107,No,The Savings Account interest rates are very competitive.,,
290,0678-RLHVP,Female,0,No,No,53.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,No,105.55,5682.25,No,The loan interest rate was increased without any prior notice.,,
291,0392-BZIUW,Female,0,Yes,No,72.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Two year,Yes,105.0,7589.8,No,There are too many hidden fees in my Savings Account.,,
292,3551-GAEGL,Male,0,Yes,Yes,34.0,No,No,general loan,Yes,No,No,No,No,No,One year,No,30.4,938.65,No,The loan interest rates are not competitive.,,
293,6865-JZNKO,Female,0,No,No,30.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,55.3,1530.6,No,I am happy with the travel benefits on my Credit Card.,Credit Card,
294,2499-AJYUA,Female,1,Yes,No,72.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,110.8,7882.25,No,The customer support for Debit Card issues is very efficient.,,
295,8966-SNIZF,Female,0,Yes,No,70.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.45,1303.5,No,The ATM network is very reliable.,,
296,7157-SMCFK,Male,0,No,Yes,61.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.75,1124.2,No,The fixed deposit interest rates are very attractive.,,
297,7410-OIEDU,Male,0,No,No,10.0,Yes,No,top up loan,Yes,No,Yes,No,No,No,Month-to-month,Yes,79.85,887.35,No,The rewards program for Credit Cards is very beneficial.,,
298,6227-HWPWX,Female,0,No,Yes,15.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,69.0,994.8,Yes,The loan interest rates are not competitive.,,
299,9778-OGKQZ,Male,0,Yes,No,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,92.0,6782.15,No,The bank's customer service is not helpful at all.,,
300,0114-IGABW,Female,0,Yes,No,71.0,No,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,58.25,4145.9,No,The loan approval process was straightforward and hassle-free.,,
301,5575-TPIZQ,Male,0,No,No,46.0,Yes,Yes,top up loan,Yes,No,No,No,Yes,No,Month-to-month,Yes,89.15,4245.55,No,The delivery of the Debit Card was faster than expected.,,
302,5233-AOZUF,Female,0,Yes,No,29.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,74.95,2149.05,No,My Credit Card has been blocked.,,
303,8098-TDCBU,Female,0,Yes,No,42.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.25,1108.2,No,The Debit Card is not accepted at many places.,,
304,1563-IWQEX,Female,0,No,No,12.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.7,220.35,No,The Savings Account minimum balance requirement is very low.,,
305,9420-LOJKX,Female,0,No,No,15.0,Yes,No,top up loan,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,99.1,1426.4,Yes,The mobile app does not support my device.,,
306,3376-BMGFE,Female,0,No,No,4.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.9,273,Yes,The ATM network is unreliable.,,
307,7531-GQHME,Male,0,No,No,12.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.05,265.45,No,I want to open a Savings Account.,,
308,2954-PIBKO,Female,0,Yes,Yes,69.0,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Two year,Yes,64.15,4254.1,No,I am satisfied with the easy account management for my Current Account.,Current Account,
309,5947-SGKCL,Female,0,Yes,Yes,15.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,1559.25,No,The online banking interface is very user-friendly.,,
310,7074-IEVOJ,Female,1,No,No,3.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,79.4,205.05,Yes,The branch does not have enough seating.,,
311,7025-WCBNE,Male,1,No,No,47.0,Yes,Yes,general loan,No,Yes,No,Yes,No,No,Two year,No,59.6,2754,No,The interest rate on my Credit Card is very reasonable.,,
312,2483-XSSMZ,Female,0,No,No,39.0,Yes,No,general loan,Yes,No,No,No,No,No,One year,Yes,47.85,1886.4,No,The loan approval process took too long.,,
313,4950-HKQTE,Female,0,No,No,22.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,26.25,605.9,No,The bank's online services are very reliable.,,
314,2075-PUEPR,Male,0,Yes,Yes,55.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.35,1153.25,No,I forgot my Debit Card PIN. How can I reset it?,,
315,9576-ANLXO,Female,0,No,No,3.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.55,222.3,Yes,The ATM withdrawal limit is too low.,,
316,4013-GUXND,Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.8,20.8,No,The customer service for Savings Accounts is very prompt.,,
317,4130-MZLCC,Female,0,No,No,5.0,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,50.55,244.75,No,The ATM network is very reliable.,,
318,5301-GAUUY,Male,0,No,No,32.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,80.35,2596.15,Yes,The loan application process is very complicated.,,
319,4472-LVYGI,Female,0,Yes,Yes,0.0,No,No,general loan,Yes,No,Yes,Yes,Yes,No,Two year,Yes,52.55, ,No,How do I get a Savings Account statement by SMS?,,
320,0730-KOAVE,Male,0,No,No,30.0,Yes,Yes,top up loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,94.3,2679.7,No,I faced issues with fraudulent transactions on my Credit Card.,,
321,8672-OAUPW,Male,0,No,Yes,51.0,Yes,No,general loan,No,No,No,Yes,No,No,One year,No,47.85,2356.75,No,The Savings Account interest rates are very competitive.,,
322,6778-YSNIH,Female,0,No,No,2.0,Yes,No,general loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,59.0,114.15,No,How do I get a Current Account statement by SMS?,,
323,3170-NMYVV,Female,0,Yes,Yes,50.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.15,930.9,No,The Current Account mobile app is very user-friendly.,,
324,6380-ARCEH,Male,0,No,No,1.0,,No,No,No,No,No,No,No,No,Month-to-month,No,20.2,20.2,No,The Savings Account service charges are very reasonable.,,
325,5997-OPVFA,Male,0,Yes,No,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,89.05,6254.45,No,The Credit Card cashback offers are very good.,,
326,1248-DYXUB,Male,0,Yes,Yes,52.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.8,1229.1,No,The online banking transactions are very secure.,,
327,0867-MKZVY,Female,0,Yes,No,20.0,Yes,Yes,top up loan,Yes,No,No,No,No,No,Month-to-month,No,82.4,1592.35,Yes,The loan documentation process is cumbersome.,,
328,5781-RFZRP,Male,0,Yes,No,71.0,Yes,Yes,general loan,Yes,Yes,No,Yes,Yes,No,Two year,No,73.5,5357.75,No,The Current Account statements are very clear and detailed.,,
329,0604-THJFP,Female,0,Yes,Yes,59.0,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,75.95,4542.35,No,The branch is not accessible for disabled customers.,,
330,1937-OTUKY,Female,0,Yes,No,72.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,No,Two year,Yes,98.2,7015.9,No,I had a hard time disputing a charge on my Credit Card.,,
331,9046-JBFWA,Male,0,No,Yes,27.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.15,537.35,No,The Credit Card billing process is confusing.,,
332,6713-OKOMC,Female,0,No,No,10.0,No,No,general loan,Yes,No,No,No,No,No,Month-to-month,No,29.75,301.9,No,I am impressed with the easy process of opening a Current Account.,Current Account,
333,1910-FMXJM,Female,0,Yes,No,36.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,No,80.4,2937.65,No,Can I get a top-up on my existing Loan?,,
334,3071-VBYPO,Male,0,Yes,Yes,3.0,Yes,No,top up loan,Yes,Yes,No,No,Yes,No,Month-to-month,No,89.85,248.4,No,The Savings Account customer service is very reliable.,,
335,1159-WFSGR,Female,0,Yes,Yes,16.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.4,321.4,No,The online banking transactions are very secure.,,
336,2123-AGEEN,Female,1,No,No,7.0,Yes,No,top up loan,No,No,Yes,No,Yes,No,Month-to-month,Yes,84.35,609.65,No,The customer service representatives for Credit Cards are very rude.,,
337,0122-OAHPZ,Female,0,No,No,7.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,73.85,511.25,Yes,The Savings Account service charges are too high.,,
338,5712-AHQNN,Female,0,No,No,43.0,Yes,No,top up loan,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,91.65,3954.1,No,The loan interest rates are very competitive.,,
339,8313-NDOIA,Female,0,No,No,24.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.15,2494.65,No,How do I close my Current Account online?,,
340,1708-PBBOA,Female,0,No,No,42.0,No,No,general loan,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,54.75,2348.45,No,The online banking customer support is very helpful.,,
341,6275-YDUVO,Female,0,No,No,2.0,Yes,No,top up loan,No,No,Yes,No,No,Yes,Month-to-month,Yes,86.2,178.7,Yes,The loan disbursement process is very slow.,,
342,5919-TMRGD,Female,0,No,Yes,1.0,Yes,No,top up loan,No,No,No,No,,No,Month-to-month,Yes,79.35,79.35,Yes,The loan approval process is too slow.,,
343,0556-FJEGU,Male,0,No,No,58.0,Yes,No,general loan,No,Yes,Yes,Yes,Yes,No,Two year,No,70.1,4048.95,No,The loan prepayment charges are too high.,,
344,3363-DTIVD,Male,0,Yes,Yes,71.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Two year,No,105.55,7405.5,No,The online banking interface is very intuitive.,,
345,1456-TWCGB,Male,0,No,No,4.0,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,49.25,208.45,No,I faced issues with fraudulent transactions on my Credit Card.,,
346,1894-IGFSG,Female,0,No,No,22.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,No,89.25,1907.85,Yes,The Savings Account minimum balance requirement is too high.,,
347,3712-PKXZA,Male,0,Yes,No,61.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.55,1252,No,The Savings Account minimum balance requirement is very low.,,
348,3445-HXXGF,Male,1,Yes,No,58.0,No,No,general loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,45.3,2651.2,Yes,The mobile app does not support my device.,,
349,9889-TMAHG,Male,1,No,No,8.0,Yes,No,top up loan,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,100.3,832.35,Yes,The mobile banking app does not support my device.,,
350,0230-WEQUW,Male,0,Yes,No,66.0,No,No,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,56.6,3789.2,No,The fixed deposit maturity process is very smooth.,,
351,3196-NVXLZ,Female,0,No,No,25.0,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,84.6,2088.05,No,The loan application process is too complicated.,,
352,9227-UAQFT,Male,0,No,No,16.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.75,284.35,No,The Current Account management is very convenient.,,
353,1984-GPTEH,Female,0,No,No,29.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,25.15,702,No,The online banking transactions are very secure.,,
354,3179-GBRWV,Male,1,Yes,No,21.0,Yes,No,general loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,64.95,1339.8,No,The Credit Card travel benefits are very good.,,
355,8266-VBFQL,Male,0,No,No,4.0,Yes,No,top up loan,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,90.4,356.65,No,The fixed deposit interest rates are very attractive.,,
356,3957-HHLMR,Female,0,Yes,Yes,70.0,Yes,Yes,general loan,Yes,No,No,No,No,Yes,One year,No,65.2,4543.15,No,Can I get a Loan for a startup?,,
357,4080-IIARD,Female,0,Yes,No,13.0,Yes,Yes,general loan,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,76.2,981.45,No,I am pleased with the online banking interface.,Online Banking,
358,8535-SFUTN,Male,0,No,No,61.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,106.45,6300.15,No,How do I get a Savings Account statement by internet banking?,,
359,0947-MUGVO,Male,1,Yes,No,20.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,73.65,1463.5,Yes,The branch does not have enough staff.,,
360,5122-CYFXA,Female,0,No,No,3.0,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,75.3,244.1,No,The loan approval process was straightforward and hassle-free.,,
361,5318-YKDPV,Male,0,Yes,Yes,43.0,Yes,No,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,79.15,3566.6,No,The loan processing time is too long.,,
362,7255-SSFBC,Male,0,Yes,Yes,72.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,112.25,8041.65,No,The Savings Account opening process was very smooth.,,
363,1098-TDVUQ,Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,19.25,19.25,No,The Credit Card complimentary insurance is very good.,,
364,5961-VUSRV,Female,0,No,No,12.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,19.35,219.35,No,The fixed deposit renewal process is very easy.,,
365,9448-REEVD,Male,0,Yes,No,1.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.7,44.7,Yes,The loan disbursement process is very slow.,,
366,5716-EZXZN,Female,0,Yes,Yes,65.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,No,Two year,Yes,99.05,6416.7,No,The ATM network is very reliable.,,
367,1131-QQZEB,Male,1,Yes,No,71.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,23.95,1756.2,No,The online banking customer support is very helpful.,,
368,7382-DFJTU,Male,0,No,No,18.0,Yes,No,general loan,No,No,Yes,Yes,No,No,Month-to-month,No,55.2,1058.1,No,The ATM is often out of service.,,
369,9231-ZJYAM,Female,1,No,No,4.0,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,78.85,292.8,Yes,The Current Account maintenance charges are too high.,,
370,2480-JZOSN,Female,0,Yes,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.65,20.65,No,My Savings Account was closed without proper notification.,,
371,8184-WMOFI,Male,0,Yes,Yes,62.0,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,One year,No,71.4,4487.3,No,My Debit Card frequently gets declined at ATMs.,,
372,3410-YOQBQ,Female,0,No,No,31.0,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,79.2,2497.2,No,The interest rates on my Savings Account are very competitive.,,
373,9477-LGWQI,Male,0,Yes,Yes,70.0,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,80.15,5600.15,No,The bank's helpline is always available.,,
374,3077-RSNTJ,Female,0,Yes,Yes,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.7,113.5,No,The Current Account management is very convenient.,,
375,9142-KZXOP,Male,0,No,No,44.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,68.85,2958.95,No,The fixed deposit renewal process is very easy.,,
376,2928-HLDBA,Female,0,No,No,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.7,112.75,No,The Credit Card rewards program is excellent.,,
377,4198-VFOEA,Female,0,No,No,12.0,No,No,general loan,Yes,No,No,Yes,No,No,One year,Yes,33.6,435.45,No,The loan documentation process is very complicated.,,
378,2876-GZYZC,Female,0,No,No,13.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,85.95,1215.65,No,The Savings Account opening process was very smooth.,,
379,4002-BQWPQ,Male,0,No,No,25.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,81.75,2028.8,No,The ATM fees are too high.,,
380,2749-CTKAJ,Male,0,Yes,Yes,22.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.15,419.9,No,The Savings Account minimum balance requirement is very low.,,
381,0308-IVGOK,Female,0,No,No,11.0,No,No,general loan,No,Yes,Yes,Yes,No,No,One year,Yes,40.4,422.6,No,Can I pay my Credit Card bill online?,,
382,7207-RMRDB,Female,0,Yes,Yes,65.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.5,6985.65,Yes,The Credit Card billing process is confusing.,,
383,5676-CFLYY,Male,0,Yes,Yes,71.0,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,73.35,5154.5,No,The loan processing time is too long.,,
384,5583-SXDAG,Male,0,Yes,No,1.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.0,70,Yes,The Savings Account interest rates are very low compared to other banks.,,
385,8584-KMVXD,Female,0,No,No,8.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,No,75.6,535.55,No,The Savings Account minimum balance requirement is too high.,,
386,7501-IWUNG,Female,0,Yes,Yes,61.0,Yes,No,general loan,No,No,Yes,Yes,Yes,Yes,Two year,Yes,73.8,4616.05,No,My Savings Account statements are always incorrect.,,
387,8937-RDTHP,Male,0,No,No,1.0,Yes,No,top up loan,Yes,No,No,No,No,Yes,Month-to-month,Yes,84.6,84.6,Yes,My Current Account transactions are often delayed.,,
388,2654-VBVPB,Female,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.9,19.9,No,What is the maximum loan amount I can apply for?,,
389,2863-IMQDR,Female,0,No,No,61.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,89.65,5308.7,No,The online banking interface is very user-friendly.,,
390,5730-DBDSI,Male,0,No,No,66.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.7,1253.8,No,The process of getting a new Debit Card was very quick and easy.,,
391,6180-YBIQI,Male,0,No,No,5.0,No,No,general loan,No,No,No,No,No,No,Month-to-month,No,24.3,100.2,No,The loan processing fees were clearly communicated.,,
392,5380-WJKOV,Male,0,No,No,34.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.35,3549.25,Yes,The branch is always crowded and slow.,,
393,2277-AXSDC,Female,0,No,No,32.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.75,624.15,No,I want to open a Fixed Deposit.,,
394,3347-YJZZE,Male,0,Yes,Yes,29.0,Yes,Yes,general loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,80.1,2211.8,No,I was charged an incorrect fee on my Savings Account.,,
395,9076-AXYIK,Male,1,Yes,No,64.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Two year,No,102.1,6538.45,No,My Credit Card is not showing transactions.,,
396,0256-LTHVJ,Female,0,Yes,Yes,28.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,81.05,2227.1,Yes,The mobile banking app does not support my device.,,
397,7841-TZDMQ,Male,0,No,No,2.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,46.0,84.5,Yes,The Debit Card issuance process is very slow.,,
398,9412-GHEEC,Male,0,No,No,40.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,104.8,4131.95,Yes,The loan processing time is too long.,,
399,9926-PJHDQ,Female,0,Yes,Yes,72.0,Yes,Yes,general loan,No,No,Yes,No,Yes,Yes,Two year,Yes,76.8,5468.45,No,The loan disbursement process is slow.,,
400,4853-RULSV,Male,0,No,No,70.0,Yes,Yes,top up loan,Yes,No,No,Yes,Yes,Yes,Two year,Yes,104.0,7250.15,Yes,The branch is not accessible for disabled customers.,,
401,7663-ZTEGJ,Male,0,No,Yes,29.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,No,Yes,One year,No,100.55,2830.45,No,What are the charges for a Personal Loan?,,
402,2040-OBMLJ,Male,0,No,No,31.0,Yes,Yes,top up loan,No,No,No,Yes,No,No,One year,No,81.7,2548.65,No,The loan approval process is too slow.,,
403,8773-HHUOZ,Female,0,No,Yes,17.0,Yes,No,general loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,64.7,1093.1,Yes,The Debit Card activation process is complicated.,,
404,8374-UULRV,Male,0,No,No,72.0,Yes,Yes,general loan,Yes,Yes,No,Yes,Yes,Yes,Two year,No,86.05,6309.65,No,I was charged a fee for closing my Savings Account.,,
405,2475-MROZF,Male,0,No,No,30.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,95.0,2852.4,No,How do I get a Current Account statement by internet banking?,,
406,0214-JHPFW,Female,0,Yes,No,70.0,No,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,57.8,4039.3,No,The loan documentation process is very complicated.,,
407,5846-NEQVZ,Male,0,Yes,Yes,71.0,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,Two year,Yes,70.85,4973.4,No,Can I get overdraft protection for my Current Account?,,
408,7083-MIOPC,Female,0,No,No,72.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.25,1566.9,No,The Credit Card cashback offers are very good.,,
409,6317-YPKDH,Female,0,No,No,1.0,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,29.95,29.95,Yes,I am not satisfied with the customer support for Credit Card issues.,,
410,2311-QYMUQ,Female,0,Yes,Yes,16.0,Yes,No,top up loan,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,89.45,1430.25,Yes,The online banking system is often down.,,
411,6579-JPICP,Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.4,20.4,No,What is the interest rate for an Education Loan?,,
412,6432-TWQLB,Male,0,Yes,No,5.0,Yes,Yes,top up loan,No,Yes,No,Yes,No,No,Month-to-month,Yes,85.4,401.1,Yes,The Debit Card activation process took too long.,,
413,0979-MOZQI,Male,0,Yes,No,62.0,No,No,general loan,No,No,No,Yes,Yes,No,Two year,Yes,39.0,2337.45,No,The process of updating my contact information was very slow.,,
414,2640-LYMOV,Male,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,19.65,38.8,No,How do I change my contact information with the bank?,,
415,7293-LSCDV,Female,0,Yes,Yes,60.0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.25,1103.25,No,How do I dispute a charge on my Credit Card?,,
416,6103-LIANB,Male,0,Yes,Yes,59.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Two year,Yes,99.5,5861.75,No,Can I set up direct deposit to my Savings Account?,,
417,5651-YLPRD,Female,0,Yes,Yes,32.0,Yes,No,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,86.1,2723.75,No,The mobile banking app does not have biometric login.,,
418,3138-BKYAV,Male,0,No,No,6.0,Yes,No,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,85.35,489.45,Yes,The ATM network is very unreliable.,,
